source,bill_id,top_level_value,candidate_texts_json,candidate_evidence_json
official,hjres52-93,"Joint resolution authorizing the President to proclaim August 26, 1973, as ""Women's Equality Day"".","[""A joint resolution designating August 26 of each year as \""Women's Equality Day.\"""",""Joint resolution authorizing the President to proclaim August 26, 1973, as \""Women's Equality Day\"".""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A joint resolution designating August 26 of each year as \""Women's Equality Day.\"""",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution authorizing the President to proclaim August 26, 1973, as \""Women's Equality Day\""."",""type"":""official""}]"
official,hjres210-93,"Joint resolution asking the President of the United States to declare the fourth Saturday of September, 1973, ""National Hunting and Fishing Day"".","[""Joint resolution asking the President of the United States to declare the fourth Saturday of each September as \""National Hunting and Fishing Day\""."",""Joint resolution asking the President of the United States to declare the fourth Saturday of September, 1973, \""National Hunting and Fishing Day\"".""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution asking the President of the United States to declare the fourth Saturday of each September as \""National Hunting and Fishing Day\""."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution asking the President of the United States to declare the fourth Saturday of September, 1973, \""National Hunting and Fishing Day\""."",""type"":""official""}]"
official,hjres275-93,"Joint resolution to authorize the President to issue a proclamation designating the month of May, 1973, as ""National Arthritis Month"".","[""Joint resolution to authorize the President to issue annually a proclamation designating the month of May in each year as \""National Arthritis Month\""."",""Joint resolution to authorize the President to issue a proclamation designating the month of May, 1973, as \""National Arthritis Month\"".""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution to authorize the President to issue annually a proclamation designating the month of May in each year as \""National Arthritis Month\""."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution to authorize the President to issue a proclamation designating the month of May, 1973, as \""National Arthritis Month\""."",""type"":""official""}]"
official,hjres296-93,"Joint resolution to authorize the President to proclaim the last week of June 1973, as ""National Autistic Children's Week"".","[""Joint resolution to authorize the President to proclaim the last week of June of each year as National Autistic Children's Week."",""Joint resolution to authorize the President to proclaim the last week of June 1973, as \""National Autistic Children's Week\"".""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution to authorize the President to proclaim the last week of June of each year as National Autistic Children's Week."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution to authorize the President to proclaim the last week of June 1973, as \""National Autistic Children's Week\""."",""type"":""official""}]"
official,hjres466-93,"Joint resolution authorizing the President to proclaim the second full week in October, 1973, as ""National Legal Secretaries' Court Observance Week"".","[""Joint resolution authorizing the President to proclaim the second full week in October each year as \""National Legal Secretaries' Court Observance Week\""."",""Joint resolution authorizing the President to proclaim the second full week in October, 1973, as \""National Legal Secretaries' Court Observance Week\"".""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution authorizing the President to proclaim the second full week in October each year as \""National Legal Secretaries' Court Observance Week\""."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution authorizing the President to proclaim the second full week in October, 1973, as \""National Legal Secretaries' Court Observance Week\""."",""type"":""official""}]"
official,hjres499-93,"Joint resolution providing for an extension of the term of the Commission on the Bankruptcy Laws of the United States, and for other purposes.","[""Joint resolution providing for an extension of the term of the Commission on the Bankruptcy Laws of the United States."",""Joint resolution providing for an extension of the term of the Commission on the Bankruptcy Laws of the United States, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution providing for an extension of the term of the Commission on the Bankruptcy Laws of the United States."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution providing for an extension of the term of the Commission on the Bankruptcy Laws of the United States, and for other purposes."",""type"":""official""}]"
official,hjres636-93,"Joint resolution making continuing appropriations for the fiscal year 1974, and for other purposes.","[""Joint resolution making continuing appropriations for the fiscal year 1974."",""Joint resolution making continuing appropriations for the fiscal year 1974, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution making continuing appropriations for the fiscal year 1974."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution making continuing appropriations for the fiscal year 1974, and for other purposes."",""type"":""official""}]"
official,hjres695-93,"Joint resolution authorizing the President to proclaim the period of September 15, 1973 through October 15, 1973, as ""Johnny Horizon '76 Clean Up America Month"".","[""Joint resolution authorizing the President to proclaim the period of September 15, 1973, as \""Johnny Horizon '76 Clean Up American Month\""."",""Joint resolution authorizing the President to proclaim the period of September 15, 1973 through October 15, 1973, as \""Johnny Horizon '76 Clean Up America Month\"".""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution authorizing the President to proclaim the period of September 15, 1973, as \""Johnny Horizon '76 Clean Up American Month\""."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution authorizing the President to proclaim the period of September 15, 1973 through October 15, 1973, as \""Johnny Horizon '76 Clean Up America Month\""."",""type"":""official""}]"
official,hjres736-93,Joint resolution to provide for a feasibility study and to accept a gift from the United States Capitol Historical Society.,"[""Joint resolution to provide for a feasibility study and the possible acceptance of a gift from the U.S. Capitol Historical Society."",""Joint resolution to provide for a feasibility study and to accept a gift from the United States Capitol Historical Society.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution to provide for a feasibility study and the possible acceptance of a gift from the U.S. Capitol Historical Society."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution to provide for a feasibility study and to accept a gift from the United States Capitol Historical Society."",""type"":""official""}]"
official,hjres753-93,"Joint resolution making further continuing appropriations for the fiscal year 1974, and for other purposes.","[""A joint resolution making further continuing appropriations for the fiscal year 1974."",""Joint resolution making further continuing appropriations for the fiscal year 1974, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A joint resolution making further continuing appropriations for the fiscal year 1974."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution making further continuing appropriations for the fiscal year 1974, and for other purposes."",""type"":""official""}]"
official,hjres898-93,"Joint resolution authorizing the President to proclaim the second full week in October, 1974, as ""National Legal Secretaries' Court Observance Week"".","[""Joint resolution authorizing the President to proclaim the second full week in October each year as \""National Legal Secretaries' Court Observance\""."",""Joint resolution authorizing the President to proclaim the second full week in October, 1974, as \""National Legal Secretaries' Court Observance Week\"".""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution authorizing the President to proclaim the second full week in October each year as \""National Legal Secretaries' Court Observance\""."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution authorizing the President to proclaim the second full week in October, 1974, as \""National Legal Secretaries' Court Observance Week\""."",""type"":""official""}]"
official,hjres910-93,"Joint resolution asking the President of the United States to declare the fourth Saturday of September, 1974 ""National Hunting and Fishing Day"".","[""Joint resolution asking the President of the United States to declare the fourth Saturday of each September \""National Hunting and Fishing Day.\"""",""Joint resolution asking the President of the United States to declare the fourth Saturday of September, 1974 \""National Hunting and Fishing Day\"".""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution asking the President of the United States to declare the fourth Saturday of each September \""National Hunting and Fishing Day.\"""",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution asking the President of the United States to declare the fourth Saturday of September, 1974 \""National Hunting and Fishing Day\""."",""type"":""official""}]"
official,hjres1061-93,"Joint resolution making further urgent supplemental appropriations for the fiscal year ending June 30, 1974, for the Veterans' Administration, and for other purposes.","[""Joint resolution making further urgent supplemental appropriations for the fiscal year ending June 30, 1974, for the Veterans' Administration."",""Joint resolution making further urgent supplemental appropriations for the fiscal year ending June 30, 1974, for the Veterans' Administration, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution making further urgent supplemental appropriations for the fiscal year ending June 30, 1974, for the Veterans' Administration."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution making further urgent supplemental appropriations for the fiscal year ending June 30, 1974, for the Veterans' Administration, and for other purposes."",""type"":""official""}]"
official,hjres1062-93,"Joint resolution making continuing appropriations for the fiscal year 1975, and for other purposes.","[""Joint resolution making continuing appropriations for the fiscal year 1975."",""Joint resolution making continuing appropriations for the fiscal year 1975, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution making continuing appropriations for the fiscal year 1975."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution making continuing appropriations for the fiscal year 1975, and for other purposes."",""type"":""official""}]"
official,hjres1070-93,"An Act authorizing the President to proclaim the period of September 15, 1974 through October 15, 1974, as ""Johnny Horizon '76 Clean Up America Month"".","[""Joint resolution authorizing the President to proclaim the period of September 15, 1974 through October 15, 1974, as \""Johnny Horizon 1976 Clean Up America Month\""."",""An Act authorizing the President to proclaim the period of September 15, 1974 through October 15, 1974, as \""Johnny Horizon '76 Clean Up America Month\"".""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution authorizing the President to proclaim the period of September 15, 1974 through October 15, 1974, as \""Johnny Horizon 1976 Clean Up America Month\""."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act authorizing the President to proclaim the period of September 15, 1974 through October 15, 1974, as \""Johnny Horizon '76 Clean Up America Month\""."",""type"":""official""}]"
official,hjres1105-93,"Joint resolution designating August 26, 1974 as ""Women's Equality Day"".","[""Joint resolution designating August 26 of each year as Women's Equality Day."",""Joint resolution designating August 26, 1974 as \""Women's Equality Day\"".""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution designating August 26 of each year as Women's Equality Day."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution designating August 26, 1974 as \""Women's Equality Day\""."",""type"":""official""}]"
official,hjres1167-93,"Joint resolution making further continuing appropriations for the fiscal year 1975, and for other purposes.","[""Joint resolution making further continuing appropriations for the fiscal year 1975."",""Joint resolution making further continuing appropriations for the fiscal year 1975, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution making further continuing appropriations for the fiscal year 1975."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution making further continuing appropriations for the fiscal year 1975, and for other purposes."",""type"":""official""}]"
official,hjres1178-93,"Joint resolution making further continuing appropriations for the fiscal year 1975, and for other purposes.","[""Joint resolution making further continuing appropriations for the fiscal year 1975."",""Joint resolution making further continuing appropriations for the fiscal year 1975, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution making further continuing appropriations for the fiscal year 1975."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution making further continuing appropriations for the fiscal year 1975, and for other purposes."",""type"":""official""}]"
official,hjres1180-93,"Joint resolution making urgent supplemental appropriations for the fiscal year ending June 30, 1975, and for other purposes.","[""Joint resolution making urgent supplemental appropriations for the fiscal year ending June 30, 1975."",""Joint resolution making urgent supplemental appropriations for the fiscal year ending June 30, 1975, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Joint resolution making urgent supplemental appropriations for the fiscal year ending June 30, 1975."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Joint resolution making urgent supplemental appropriations for the fiscal year ending June 30, 1975, and for other purposes."",""type"":""official""}]"
official,hr2-93,An Act to provide for pension reform.,"[""A bill to revise the Welfare and Pension Plans Disclosure Act."",""An Act to provide for pension reform.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to revise the Welfare and Pension Plans Disclosure Act."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to provide for pension reform."",""type"":""official""}]"
short,hr2-93,Employee Retirement Income Security Act,"[""Employee Benefit Security Act"",""Employee Retirement Income Security Act""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""Employee Benefit Security Act"",""type"":""short""},{""as"":""enacted"",""is_for_portion"":false,""title"":""Employee Retirement Income Security Act"",""type"":""short""}]"
official,hr342-93,"An Act to authorize the District of Columbia to enter into the Interstate Agreement on Qualification of Educational Personnel, and to amend the Practice of Psychology Act and the District of Columbia Unemployment Compensation Act.","[""To authorize the District of Columbia to enter into the Interstate Agreement on Qualification of Educational Personnel."",""An Act to authorize the District of Columbia to enter into the Interstate Agreement on Qualification of Educational Personnel, and to amend the Practice of Psychology Act and the District of Columbia Unemployment Compensation Act.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""To authorize the District of Columbia to enter into the Interstate Agreement on Qualification of Educational Personnel."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to authorize the District of Columbia to enter into the Interstate Agreement on Qualification of Educational Personnel, and to amend the Practice of Psychology Act and the District of Columbia Unemployment Compensation Act."",""type"":""official""}]"
official,hr1820-93,"An Act to direct the Administrator of General Services to release certain conditions with respect to certain real property conveyed to the State of Arkansas by the United States, and for other purposes.","[""A bill to direct the Administrator of General Services to release a condition with respect to certain real property conveyed to the State of Arkansas by the United States."",""An Act to direct the Administrator of General Services to release certain conditions with respect to certain real property conveyed to the State of Arkansas by the United States, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to direct the Administrator of General Services to release a condition with respect to certain real property conveyed to the State of Arkansas by the United States."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to direct the Administrator of General Services to release certain conditions with respect to certain real property conveyed to the State of Arkansas by the United States, and for other purposes."",""type"":""official""}]"
official,hr1955-93,An Act for the relief of Rosa Ines D'Elia.,"[""For the relief of Rosa Ines Toapanta"",""An Act for the relief of Rosa Ines D'Elia.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""For the relief of Rosa Ines Toapanta"",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act for the relief of Rosa Ines D'Elia."",""type"":""official""}]"
official,hr1975-93,"An Act to amend the emergency loan program under the Consolidated Farm and Rural Development Act, and for other purposes.","[""A bill to amend the emergency loan program under the Consolidated Farm and Rural Development Act."",""An Act to amend the emergency loan program under the Consolidated Farm and Rural Development Act, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to amend the emergency loan program under the Consolidated Farm and Rural Development Act."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to amend the emergency loan program under the Consolidated Farm and Rural Development Act, and for other purposes."",""type"":""official""}]"
official,hr2533-93,An Act for the relief of Raphael Johnson.,"[""For the relief of Raphael Gidharry"",""An Act for the relief of Raphael Johnson.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""For the relief of Raphael Gidharry"",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act for the relief of Raphael Johnson."",""type"":""official""}]"
official,hr3339-93,An Act for the relief of Delmira DeBow.,"[""A bill for the relief of Delmira Martinez Sandoval."",""An Act for the relief of Delmira DeBow.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill for the relief of Delmira Martinez Sandoval."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act for the relief of Delmira DeBow."",""type"":""official""}]"
official,hr3532-93,"An Act for the relief of Donald L. Tyndall, Bruce Edward Tyndall, Kimberly Fay Tyndall, and Lisa Michele Tyndall.","[""A bill for the relief of Donald L. Tyndall, Bruce Edward Tyndall, Kimberly Fay Tyndall, Lisa Michele Tyndall, and the estate of Elizabeth M. Tyndall, deceased."",""An Act for the relief of Donald L. Tyndall, Bruce Edward Tyndall, Kimberly Fay Tyndall, and Lisa Michele Tyndall.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill for the relief of Donald L. Tyndall, Bruce Edward Tyndall, Kimberly Fay Tyndall, Lisa Michele Tyndall, and the estate of Elizabeth M. Tyndall, deceased."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act for the relief of Donald L. Tyndall, Bruce Edward Tyndall, Kimberly Fay Tyndall, and Lisa Michele Tyndall."",""type"":""official""}]"
official,hr3630-93,"An Act to extend until September 30, 1975, the suspension of duty on certain dyeing and tanning products and to include logwood among such products.","[""A bill to extend for 3 years the period during which certain dyeing and tanning materials may be imported free of duty."",""An Act to extend until September 30, 1975, the suspension of duty on certain dyeing and tanning products and to include logwood among such products.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to extend for 3 years the period during which certain dyeing and tanning materials may be imported free of duty."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to extend until September 30, 1975, the suspension of duty on certain dyeing and tanning products and to include logwood among such products."",""type"":""official""}]"
official,hr4590-93,An Act for the relief of Melissa Catambay Gutierrez and Milagros Catambay Gutierrez.,"[""A bill for the relief of Melissa Catambay Guiterrez."",""An Act for the relief of Melissa Catambay Gutierrez and Milagros Catambay Gutierrez.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill for the relief of Melissa Catambay Guiterrez."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act for the relief of Melissa Catambay Gutierrez and Milagros Catambay Gutierrez."",""type"":""official""}]"
official,hr4771-93,An Act to authorize the District of Columbia Council to regulate and stabilize rents in the District of Columbia.,"[""A bill to regulate the maximum rents to be charged by landlords in the District of Columbia."",""An Act to authorize the District of Columbia Council to regulate and stabilize rents in the District of Columbia.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to regulate the maximum rents to be charged by landlords in the District of Columbia."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to authorize the District of Columbia Council to regulate and stabilize rents in the District of Columbia."",""type"":""official""}]"
official,hr4861-93,"An Act to amend the act of October 4, 1961, providing for the preservation and protection of certain lands known as Piscataway Park in Prince Georges and Charles Counties, Maryland, and for other purposes.","[""A bill to amend the act of October 4, 1961, providing for the preservation and protection of certain lands known as Piscataway Park in Prince Georges and Charles Counties, Md."",""An Act to amend the act of October 4, 1961, providing for the preservation and protection of certain lands known as Piscataway Park in Prince Georges and Charles Counties, Maryland, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to amend the act of October 4, 1961, providing for the preservation and protection of certain lands known as Piscataway Park in Prince Georges and Charles Counties, Md."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to amend the act of October 4, 1961, providing for the preservation and protection of certain lands known as Piscataway Park in Prince Georges and Charles Counties, Maryland, and for other purposes."",""type"":""official""}]"
official,hr5264-93,"An Act to amend section 3(f) of the Federal Property and Administrative Services Act of 1949, with respect to American Samoa, Guam, and the Trust Territory of the Pacific Islands.","[""A bill to amend section 3(f) of the Federal Property and Administrative Services Act of 1949, with respect to Guam."",""An Act to amend section 3(f) of the Federal Property and Administrative Services Act of 1949, with respect to American Samoa, Guam, and the Trust Territory of the Pacific Islands.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to amend section 3(f) of the Federal Property and Administrative Services Act of 1949, with respect to Guam."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to amend section 3(f) of the Federal Property and Administrative Services Act of 1949, with respect to American Samoa, Guam, and the Trust Territory of the Pacific Islands."",""type"":""official""}]"
official,hr5293-93,"An Act to authorize additional appropriations to carry out the Peace Corps Act, and for other purposes.","[""A bill authorizing continuing appropriations for the Peace Corps."",""An Act to authorize additional appropriations to carry out the Peace Corps Act, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill authorizing continuing appropriations for the Peace Corps."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to authorize additional appropriations to carry out the Peace Corps Act, and for other purposes."",""type"":""official""}]"
official,hr5383-93,"An Act to authorize appropriations for the Coast Guard for the procurement of vessels and aircraft and construction of shore and offshore establishments, to authorize for bridge alterations, to authorize for the Coast Guard an end-year strength for active duty personnel, to authorize for the Coast Guard average military student loads, and for other purposes.","[""A bill to authorize appropriations for the Coast Guard for the procurement of vessels and construction of shore and offshore establishments, to authorize appropriations for bridge alterations, to authorize for the Coast Guard an end year strength for active duty personnel, to authorize for the Coast Guard average military student loads."",""An Act to authorize appropriations for the Coast Guard for the procurement of vessels and aircraft and construction of shore and offshore establishments, to authorize for bridge alterations, to authorize for the Coast Guard an end-year strength for active duty personnel, to authorize for the Coast Guard average military student loads, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to authorize appropriations for the Coast Guard for the procurement of vessels and construction of shore and offshore establishments, to authorize appropriations for bridge alterations, to authorize for the Coast Guard an end year strength for active duty personnel, to authorize for the Coast Guard average military student loads."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to authorize appropriations for the Coast Guard for the procurement of vessels and aircraft and construction of shore and offshore establishments, to authorize for bridge alterations, to authorize for the Coast Guard an end-year strength for active duty personnel, to authorize for the Coast Guard average military student loads, and for other purposes."",""type"":""official""}]"
official,hr5451-93,"An Act to amend the Oil Pollution Act, 1961 (75 Stat. 402), as amended, to implement the 1969 and 1971 amendments to the International Convention for the Prevention of the Pollution of the Sea by Oil, 1954, as amended; and for other purposes.","[""A bill to amend the Oil Pollution Act, 1961 (75 Stat. 402), as amended, to implement the 1969 and the 1971 amendments to the International Convention for the Prevention of the Pollution of the Sea by Oil, 1954, as amended; and for other purposes."",""An Act to amend the Oil Pollution Act, 1961 (75 Stat. 402), as amended, to implement the 1969 and 1971 amendments to the International Convention for the Prevention of the Pollution of the Sea by Oil, 1954, as amended; and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to amend the Oil Pollution Act, 1961 (75 Stat. 402), as amended, to implement the 1969 and the 1971 amendments to the International Convention for the Prevention of the Pollution of the Sea by Oil, 1954, as amended; and for other purposes."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to amend the Oil Pollution Act, 1961 (75 Stat. 402), as amended, to implement the 1969 and 1971 amendments to the International Convention for the Prevention of the Pollution of the Sea by Oil, 1954, as amended; and for other purposes."",""type"":""official""}]"
official,hr5477-93,An Act for the relief of Charito Fernandez Bautista.,"[""A bill for the relief of Josephine Gonzalo (nee Charito Fernandez Bautista)."",""An Act for the relief of Charito Fernandez Bautista.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill for the relief of Josephine Gonzalo (nee Charito Fernandez Bautista)."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act for the relief of Charito Fernandez Bautista."",""type"":""official""}]"
official,hr5610-93,"An Act to amend the Foreign Service Buildings Act, 1926, to authorize additional appropriations, and for other purposes.","[""A bill to amend the Foreign Service Buildings Act, 1926, to authorize additional appropriations."",""An Act to amend the Foreign Service Buildings Act, 1926, to authorize additional appropriations, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to amend the Foreign Service Buildings Act, 1926, to authorize additional appropriations."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to amend the Foreign Service Buildings Act, 1926, to authorize additional appropriations, and for other purposes."",""type"":""official""}]"
official,hr5621-93,"An Act to amend title 10, United States Code, to provide for the presentation of a flag of the United States for deceased members of the Ready Reserve and for deceased members of the Reserve who die after completing twenty years of service, but before becoming entitled to retired pay.","[""A bill to provide for the preservation of a flag of the United States for deceased members of the National Guard and Selected Reserve."",""An Act to amend title 10, United States Code, to provide for the presentation of a flag of the United States for deceased members of the Ready Reserve and for deceased members of the Reserve who die after completing twenty years of service, but before becoming entitled to retired pay.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to provide for the preservation of a flag of the United States for deceased members of the National Guard and Selected Reserve."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to amend title 10, United States Code, to provide for the presentation of a flag of the United States for deceased members of the Ready Reserve and for deceased members of the Reserve who die after completing twenty years of service, but before becoming entitled to retired pay."",""type"":""official""}]"
official,hr5773-93,"An Act to establish the Canaveral National Seashore in the State of Florida, and for other purposes.","[""A bill to establish the Spessard L. Holland National Seashore in the State of Florida, and for other purposes."",""An Act to establish the Canaveral National Seashore in the State of Florida, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to establish the Spessard L. Holland National Seashore in the State of Florida, and for other purposes."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to establish the Canaveral National Seashore in the State of Florida, and for other purposes."",""type"":""official""}]"
official,hr5777-93,An Act to require that reproductions and imitations of coins and political items be marked as copies or with the date of manufacture.,"[""A bill to protect hobbyists against the reproduction or manufacture of certain imitation hobby items and to provide additional protections for American hobbyists."",""An Act to require that reproductions and imitations of coins and political items be marked as copies or with the date of manufacture.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to protect hobbyists against the reproduction or manufacture of certain imitation hobby items and to provide additional protections for American hobbyists."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to require that reproductions and imitations of coins and political items be marked as copies or with the date of manufacture."",""type"":""official""}]"
official,hr5857-93,"An Act to amend the National Visitor Center Facilities Act of 1968, and for other purposes.","[""A bill to amend the National Visitor Center Facilities Act of 1968."",""An Act to amend the National Visitor Center Facilities Act of 1968, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to amend the National Visitor Center Facilities Act of 1968."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to amend the National Visitor Center Facilities Act of 1968, and for other purposes."",""type"":""official""}]"
official,hr5874-93,"An Act to establish a Federal Financing Bank, to provide for coordinated and more efficient financing of Federal and federally assisted borrowings from the public, and for other purposes.","[""A bill to establish a Federal Financing Bank, to provide for coordinated and more efficient financing of Federal and federally assisted borrowings from the public."",""An Act to establish a Federal Financing Bank, to provide for coordinated and more efficient financing of Federal and federally assisted borrowings from the public, and for other purposes.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to establish a Federal Financing Bank, to provide for coordinated and more efficient financing of Federal and federally assisted borrowings from the public."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to establish a Federal Financing Bank, to provide for coordinated and more efficient financing of Federal and federally assisted borrowings from the public, and for other purposes."",""type"":""official""}]"
official,hr6007-93,An Act for the relief of Swiff-Train Company.,"[""A bill for the relief of Swift-Train Co."",""An Act for the relief of Swiff-Train Company.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill for the relief of Swift-Train Co."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act for the relief of Swiff-Train Company."",""type"":""official""}]"
official,hr6186-93,"An Act to amend the District of Columbia Revenue Act of 1947 regarding taxability of dividends received by a corporation from insurance companies, banks, and other savings institutions.","[""A bill to amend the District of Columbia Revenue Act of 1947 regarding taxability of dividends received by a corporation from insurance companies."",""An Act to amend the District of Columbia Revenue Act of 1947 regarding taxability of dividends received by a corporation from insurance companies, banks, and other savings institutions.""]","[{""as"":""introduced"",""is_for_portion"":false,""title"":""A bill to amend the District of Columbia Revenue Act of 1947 regarding taxability of dividends received by a corporation from insurance companies."",""type"":""official""},{""as"":""enacted"",""is_for_portion"":false,""title"":""An Act to amend the District of Columbia Revenue Act of 1947 regarding taxability of dividends received by a corporation from insurance companies, banks, and other savings institutions."",""type"":""official""}]"
